ID;Elapsed.Time;Time;Month;Year;Ontogeny;Season;Site;TL;Weight;Fulton;Mg24;Mn55;Cu65;Zn66;Ba138
ID248;76.96508813;77;JAN;2023;Juvenile;Late wet;Sao Mateus;170;71.74;1.460207612;264.9059637;1.471770059;0.304005677;0.812964287;48.34493998
ID248;79.22900414;79.2;JAN;2023;Juvenile;Late wet;Sao Mateus;170;71.74;1.460207612;238.0261178;1.995346603;0.343006056;0.728066291;46.92102635
ID248;81.49304199;81.5;JAN;2023;Juvenile;Late wet;Sao Mateus;170;71.74;1.460207612;323.9458857;1.037959111;1.44411205;1.005639352;50.70899753
ID249;70.17407298;70.2;JAN;2023;Juvenile;Late wet;Sao Mateus;193;123.13;1.712742019;248.5838683;1.414594784;0.134226694;0.334010435;42.11328677
ID249;72.437989;72.4;JAN;2023;Juvenile;Late wet;Sao Mateus;193;123.13;1.712742019;269.122249;0.364494732;0.117593434;0.369107563;42.8313323
ID249;74.70214891;74.7;JAN;2023;Juvenile;Late wet;Sao Mateus;193;123.13;1.712742019;262.5828227;0.443320528;0.220337999;0.23391129;40.40598477
ID251;67.91101098;67.9;JAN;2023;Juvenile;Late wet;Sao Mateus;172;74.81;1.470192876;253.5756174;0.99077118;0.22889388;0.910891474;37.38391724
ID251;70.1739502;70.2;JAN;2023;Juvenile;Late wet;Sao Mateus;172;74.81;1.470192876;279.199103;0.561463139;0.384127986;0.395734317;38.88502924
ID251;72.43798804;72.4;JAN;2023;Juvenile;Late wet;Sao Mateus;172;74.81;1.470192876;263.8389386;0.851903063;0.172219361;0.301635966;43.51890339
ID253;74.70214891;74.7;JAN;2023;Juvenile;Late wet;Sao Mateus;167;67.94;1.458734079;248.8175021;0.336772229;0.142140708;0.453764416;29.29563253
ID253;76.96606493;77;JAN;2023;Juvenile;Late wet;Sao Mateus;167;67.94;1.458734079;261.2267894;1.021304832;0.0685762;1.072933521;27.78738899
ID253;79.22998095;79.2;JAN;2023;Juvenile;Late wet;Sao Mateus;167;67.94;1.458734079;259.9572382;1.169486474;0.634198665;5.292021122;41.4853824
ID254;54.32885695;54.3;JAN;2023;Juvenile;Late wet;Sao Mateus;172;71.07;1.396693058;277.0544284;0.310624169;0.039208817;1.492960708;5.558308399
ID254;56.59179688;56.6;JAN;2023;Juvenile;Late wet;Sao Mateus;172;71.07;1.396693058;268.6788141;0.310624169;0.181880723;0.382556127;6.015238094
ID254;58.85595703;58.9;JAN;2023;Juvenile;Late wet;Sao Mateus;172;71.07;1.396693058;270.8719529;0.170562878;0.014002093;1.222999835;5.566174485
ID255;67.91101098;67.9;JAN;2023;Juvenile;Late wet;Sao Mateus;162;60.07;1.412903784;255.0464483;0.681146168;0.256411183;0.45391612;25.13689639
ID255;70.17394996;70.2;JAN;2023;Juvenile;Late wet;Sao Mateus;162;60.07;1.412903784;280.6588396;1.777122342;0.030145831;0.223085871;22.71569058
ID255;72.43786597;72.4;JAN;2023;Juvenile;Late wet;Sao Mateus;162;60.07;1.412903784;250.4206972;2.147483078;0.210066029;0.533756783;25.17199568
ID258;63.38403296;63.4;JAN;2023;Juvenile;Late wet;Sao Mateus;141;42.58;1.518966931;218.8802653;1.185604057;0.143468114;0.730735907;21.5390027
ID258;65.64794898;65.6;JAN;2023;Juvenile;Late wet;Sao Mateus;141;42.58;1.518966931;213.5001862;0.701732542;0.247108615;0.539423538;18.98636366
ID258;67.91113305;67.9;JAN;2023;Juvenile;Late wet;Sao Mateus;141;42.58;1.518966931;216.4510275;0.537834991;0.17573486;0.655633648;18.73797734
ID259;38.48303199;38.5;JAN;2023;Juvenile;Late wet;Sao Mateus;129;30.43;1.417531836;243.7768783;0.920638086;0.757805794;6.36177391;30.65126448
ID259;40.746948;40.7;JAN;2023;Juvenile;Late wet;Sao Mateus;129;30.43;1.417531836;256.3487162;1.100068576;2.113643441;6.36177391;24.62040389
ID259;43.01000905;43;JAN;2023;Juvenile;Late wet;Sao Mateus;129;30.43;1.417531836;213.8239319;0.203270832;0.332019961;3.72689421;21.75310388
ID260;45.27404785;45.3;JAN;2023;Juvenile;Late wet;Sao Mateus;114;20.57;1.388416409;245.8223442;0.54564356;0.148631112;0.469108833;34.44440894
ID260;47.53710985;47.5;JAN;2023;Juvenile;Late wet;Sao Mateus;114;20.57;1.388416409;249.2262678;3.188315877;0.170197428;0.282425721;37.50843237
ID260;49.80102587;49.8;JAN;2023;Juvenile;Late wet;Sao Mateus;114;20.57;1.388416409;253.4275897;1.792734965;0.211562677;0.46589144;43.00788674
ID272;86.02099705;86;FEB;2023;Juvenile;Late wet;Sao Mateus;199;134.04;1.700885935;226.6490972;4.18128848;0.120865199;0.217888659;24.18904907
ID272;88.28491306;88.3;FEB;2023;Juvenile;Late wet;Sao Mateus;199;134.04;1.700885935;231.9143613;1.885181747;0.254636409;0.430746485;20.88141424
ID272;90.54809594;90.5;FEB;2023;Juvenile;Late wet;Sao Mateus;199;134.04;1.700885935;265.1321193;1.28095565;0.289266905;0.44027586;18.70880471
ID273;81.49304199;81.5;FEB;2023;Juvenile;Late wet;Sao Mateus;200;136.63;1.707875;248.5904602;1.336722658;0.175690075;0.221566427;32.51848056
ID273;83.75695801;83.8;FEB;2023;Juvenile;Late wet;Sao Mateus;200;136.63;1.707875;262.0394808;3.414215301;0.107872276;0.203149714;46.33753036
ID273;86.01989698;86;FEB;2023;Juvenile;Late wet;Sao Mateus;200;136.63;1.707875;277.5425395;2.796669124;0.143859853;0.358012476;75.80894846
ID274;72.43896484;72.4;FEB;2023;Juvenile;Late wet;Sao Mateus;205;134.37;1.559698786;272.2252052;1.852550625;0.13615558;7.055630544;4.75966345
ID274;74.703125;74.7;FEB;2023;Juvenile;Late wet;Sao Mateus;205;134.37;1.559698786;416.392012;2.403289663;0.395591242;0.645070856;7.549299499
ID274;76.96606493;77;FEB;2023;Juvenile;Late wet;Sao Mateus;205;134.37;1.559698786;353.5886032;4.139541846;0.035602458;2.029480421;9.85671504
ID275;79.22900391;79.2;FEB;2023;Juvenile;Late wet;Sao Mateus;200;125.87;1.573375;240.2016952;0.47183004;0.078983737;0.302939741;8.151386254
ID275;81.49298096;81.5;FEB;2023;Juvenile;Late wet;Sao Mateus;200;125.87;1.573375;258.3543753;0.068286241;0.119331109;0.325900139;19.83497543
ID275;83.75695801;83.8;FEB;2023;Juvenile;Late wet;Sao Mateus;200;125.87;1.573375;316.8157374;0.905030374;0.343644087;1.040523721;21.61810209
ID277;70.17382789;70.2;FEB;2023;Juvenile;Late wet;Sao Mateus;175;95.32;1.778565598;276.2685795;0.134403975;0.122613234;0.477875514;5.923862579
ID277;72.43798804;72.4;FEB;2023;Juvenile;Late wet;Sao Mateus;175;95.32;1.778565598;292.8534511;0.38247777;#VALOR!;0.446403137;6.388041321
ID277;74.70190406;74.7;FEB;2023;Juvenile;Late wet;Sao Mateus;175;95.32;1.778565598;292.9592894;0.026333572;0.090849674;1.366627504;7.780353238
ID278;72.43902588;72.4;FEB;2023;Juvenile;Late wet;Sao Mateus;174;81.01;1.537768241;221.8787545;0.215211932;0.109279848;0.07257852;18.42438872
ID278;74.70202589;74.7;FEB;2023;Juvenile;Late wet;Sao Mateus;174;81.01;1.537768241;231.5324314;0.575540259;0.238799967;0.349154284;37.17091187
ID278;76.96600294;77;FEB;2023;Juvenile;Late wet;Sao Mateus;174;81.01;1.537768241;250.9015566;2.972089023;0.11154;0.301686904;53.69465697
ID279;79.22997999;79.2;FEB;2023;Juvenile;Late wet;Sao Mateus;165;71.9;1.600578791;294.4149676;1.784634045;0.060331228;0.524947304;38.22993059
ID279;81.49291992;81.5;FEB;2023;Juvenile;Late wet;Sao Mateus;165;71.9;1.600578791;304.5592663;1.662116272;0.039502251;0.34522599;29.23545903
ID279;83.75683594;83.8;FEB;2023;Juvenile;Late wet;Sao Mateus;165;71.9;1.600578791;275.8781348;1.472234123;0.068887586;0.139211463;28.65979132
ID280;76.96582007;77;FEB;2023;Juvenile;Late wet;Sao Mateus;165;66.95;1.490385953;257.0484655;1.328552422;0.034916388;0.232152875;11.81057475
ID280;79.22997999;79.2;FEB;2023;Juvenile;Late wet;Sao Mateus;165;66.95;1.490385953;231.5333686;0.916848302;0.11484994;0.580205903;14.18090293
ID280;81.49389601;81.5;FEB;2023;Juvenile;Late wet;Sao Mateus;165;66.95;1.490385953;292.6820759;1.112057867;0.32952797;5.348092145;3.235490405
ID281;74.70202589;74.7;FEB;2023;Juvenile;Late wet;Sao Mateus;160;71.34;1.741699219;192.3267085;0.396202265;0.164196451;0.258697936;22.08968042
ID281;76.96594191;77;FEB;2023;Juvenile;Late wet;Sao Mateus;160;71.34;1.741699219;193.6836464;0.015399302;0.133313934;0.175353439;19.36439833
ID281;79.22900391;79.2;FEB;2023;Juvenile;Late wet;Sao Mateus;160;71.34;1.741699219;199.6522192;0.501883847;0.05871215;0.207632521;18.65408587
ID282;67.91101098;67.9;FEB;2023;Juvenile;Late wet;Sao Mateus;161;59.34;1.421902815;236.9391729;0.224941907;0.142297982;0.421741783;22.58043538
ID282;70.17501783;70.2;FEB;2023;Juvenile;Late wet;Sao Mateus;161;59.34;1.421902815;251.7804914;0.492912664;0.151108864;0.314318376;34.71635274
ID282;72.43801904;72.4;FEB;2023;Juvenile;Late wet;Sao Mateus;161;59.34;1.421902815;221.5080811;0.734172591;0.040533746;0.35846215;25.81831935
ID283;56.59301805;56.6;FEB;2023;Juvenile;Late wet;Sao Mateus;155;62.84;1.68748951;232.3449912;2.596389814;0.216714295;0.278691048;42.43908759
ID283;58.85595703;58.9;FEB;2023;Juvenile;Late wet;Sao Mateus;155;62.84;1.68748951;247.8542236;3.606229336;0.212176528;0.676664223;60.64698752
ID283;61.11999512;61.1;FEB;2023;Juvenile;Late wet;Sao Mateus;155;62.84;1.68748951;225.5265986;4.361839662;0.333417103;0.848310128;85.58665684
ID284;63.38293386;63.4;FEB;2023;Juvenile;Late wet;Sao Mateus;157;71.77;1.85457324;248.3777194;1.598189843;0.169732109;0.178839121;31.95230333
ID284;65.64697194;65.6;FEB;2023;Juvenile;Late wet;Sao Mateus;157;71.77;1.85457324;257.5006589;1.377112073;0.445262822;0.215401935;43.33327684
ID284;67.91088796;67.9;FEB;2023;Juvenile;Late wet;Sao Mateus;157;71.77;1.85457324;243.6903855;2.17101999;0.222621276;0.542584699;65.10292199
ID285;63.38293386;63.4;FEB;2023;Juvenile;Late wet;Sao Mateus;150;55.37;1.640592593;212.9947893;0.048472423;0.046866055;2.30814551;12.83990445
ID285;65.64697194;65.6;FEB;2023;Juvenile;Late wet;Sao Mateus;150;55.37;1.640592593;223.0510642;1.083219191;0.00767809;0.131475612;23.91180189
ID285;67.91088796;67.9;FEB;2023;Juvenile;Late wet;Sao Mateus;150;55.37;1.640592593;180.5101586;0.307408121;0.11599075;0.478229311;40.9908857
ID286;63.38403392;63.4;FEB;2023;Juvenile;Late wet;Sao Mateus;140;42.22;1.538629738;294.9735334;2.75673744;0.22055989;0.600966766;4.57723239
ID286;65.64697289;65.6;FEB;2023;Juvenile;Late wet;Sao Mateus;140;42.22;1.538629738;237.1436418;2.980938353;0.031995313;0.35053398;10.33879085
ID286;67.91113281;67.9;FEB;2023;Juvenile;Late wet;Sao Mateus;140;42.22;1.538629738;233.93976;3.223867172;0.310272478;3.682245434;1.829100799
ID287;49.80096388;49.8;FEB;2023;Juvenile;Late wet;Sao Mateus;125;32.73;1.675776;259.1873341;0.698694538;0.104096209;0.819025087;3.786446832
ID287;52.06500196;52.1;FEB;2023;Juvenile;Late wet;Sao Mateus;125;32.73;1.675776;265.9320726;0.820405285;0.085967221;0.384935199;4.857698879
ID287;54.32806396;54.3;FEB;2023;Juvenile;Late wet;Sao Mateus;125;32.73;1.675776;276.673881;1.152312918;0.040812221;0.508964012;2.220057525
ID322;83.756989;83.8;MAR;2023;Juvenile;Late wet;Sao Mateus;226;187.93;1.628061462;237.0685898;1.928815604;0.116047063;0.111476574;41.3059083
ID322;86.01998901;86;MAR;2023;Juvenile;Late wet;Sao Mateus;226;187.93;1.628061462;242.1387889;0.518005106;0.114466536;0.154799691;29.20842896
ID322;88.28399706;88.3;MAR;2023;Juvenile;Late wet;Sao Mateus;226;187.93;1.628061462;262.8984068;0.474098722;0.170572783;0.131534783;39.71244042
ID323;74.70202589;74.7;MAR;2023;Juvenile;Late wet;Sao Mateus;197;151.43;1.980675109;267.855832;2.78713507;0.514346723;1.196447861;68.32745243
ID323;76.96594191;77;MAR;2023;Juvenile;Late wet;Sao Mateus;197;151.43;1.980675109;266.664299;2.487298689;0.430057857;1.031479686;76.3729232
ID323;79.23010302;79.2;MAR;2023;Juvenile;Late wet;Sao Mateus;197;151.43;1.980675109;288.2056426;2.494117633;0.395372612;1.17445758;89.65143274
ID324;70.174927;70.2;MAR;2023;Juvenile;Late wet;Sao Mateus;190;122.99;1.79311853;248.8274484;0.669784926;0.14369665;0.44038051;58.08494668
ID324;72.4379878;72.4;MAR;2023;Juvenile;Late wet;Sao Mateus;190;122.99;1.79311853;239.2470017;0.532270287;0.213497338;0.324210646;103.1904999
ID324;74.70190382;74.7;MAR;2023;Juvenile;Late wet;Sao Mateus;190;122.99;1.79311853;245.7969966;0.891930856;0.835481421;4.58917421;142.7121354
ID326;88.28405786;88.3;MAR;2023;Juvenile;Late wet;Sao Mateus;200;137.53;1.719125;247.0424703;0.931280995;0.079954907;0.157483582;35.96331506
ID326;90.54699683;90.5;MAR;2023;Juvenile;Late wet;Sao Mateus;200;137.53;1.719125;233.0546522;2.428224494;0.215771779;0.345023064;69.92007712
ID326;92.81103492;92.8;MAR;2023;Juvenile;Late wet;Sao Mateus;200;137.53;1.719125;249.0602133;2.448058028;0.132042591;0.488576517;109.6867147
ID327;67.91097999;67.9;MAR;2023;Juvenile;Late wet;Sao Mateus;190;112.58;1.641347135;249.1664209;0.736961273;0.088378569;0.501596644;19.65901838
ID327;70.17501783;70.2;MAR;2023;Juvenile;Late wet;Sao Mateus;190;112.58;1.641347135;251.8477461;10.20382184;0.126765121;0.277124142;20.71197346
ID327;72.43801785;72.4;MAR;2023;Juvenile;Late wet;Sao Mateus;190;112.58;1.641347135;243.1673141;1.903174408;0.124616721;0.265782158;34.57872266
ID328;83.75707984;83.8;MAR;2023;Juvenile;Late wet;Sao Mateus;189;109.14;1.616584971;251.6472719;0.327441949;0.156360211;0.657667344;30.04184802
ID328;86.02099586;86;MAR;2023;Juvenile;Late wet;Sao Mateus;189;109.14;1.616584971;268.4931158;0.400597561;0.34494693;1.066810849;36.12144315
ID328;88.28393602;88.3;MAR;2023;Juvenile;Late wet;Sao Mateus;189;109.14;1.616584971;252.1632002;0.302155953;0.319131289;0.557713549;52.41451143
ID331;70.17382813;70.2;MAR;2023;Juvenile;Late wet;Sao Mateus;177;101.88;1.837253728;268.4113855;1.899230586;0.355002704;0.520872855;58.5198798
ID331;72.43798804;72.4;MAR;2023;Juvenile;Late wet;Sao Mateus;177;101.88;1.837253728;270.2531789;3.267956912;0.235887386;0.214014011;87.11741551
ID331;74.70190406;74.7;MAR;2023;Juvenile;Late wet;Sao Mateus;177;101.88;1.837253728;276.3560829;2.200852823;0.341380067;0.368713648;161.8992124
ID333;90.54699707;90.5;MAR;2023;Juvenile;Late wet;Sao Mateus;212;148.74;1.561062152;245.782502;3.506932136;0.238636687;0.155226369;37.3620841
ID333;92.81103516;92.8;MAR;2023;Juvenile;Late wet;Sao Mateus;212;148.74;1.561062152;246.4509862;2.460680191;0.047416636;0.271402318;55.13266621
ID333;95.07495093;95.1;MAR;2023;Juvenile;Late wet;Sao Mateus;212;148.74;1.561062152;231.6414894;3.066693436;0.301609857;1.245520521;83.74185951
ID335;65.64697289;65.6;MAR;2023;Juvenile;Late wet;Sao Mateus;181;98.22;1.656396123;276.8762412;2.578273655;0.503775119;0.59563923;50.84882361
ID335;67.91101098;67.9;MAR;2023;Juvenile;Late wet;Sao Mateus;181;98.22;1.656396123;265.9908415;2.453342;0.325516553;0.430673343;57.8674671
ID335;70.17504907;70.2;MAR;2023;Juvenile;Late wet;Sao Mateus;181;98.22;1.656396123;3131.919166;3.867330786;0.152536355;0.737475118;73.68974381
ID336;81.49389601;81.5;MAR;2023;Juvenile;Late wet;Sao Mateus;160;66.79;1.630615234;254.1937422;1.681337733;0.055603194;0.648281464;15.97967175
ID336;83.75695801;83.8;MAR;2023;Juvenile;Late wet;Sao Mateus;160;66.79;1.630615234;243.0539158;0.332599029;0.187974455;0.420204408;20.66338086
ID336;86.02099609;86;MAR;2023;Juvenile;Late wet;Sao Mateus;160;66.79;1.630615234;242.1391547;0.200424714;0.942853349;0.301263584;28.01030873
ID374;90.54785109;90.5;APR;2023;Juvenile;Early dry;Sao Mateus;235;212.5;1.637402117;264.47802;0.69635533;0.153885808;0.291049512;6.39182707
ID374;92.81079102;92.8;APR;2023;Juvenile;Early dry;Sao Mateus;235;212.5;1.637402117;271.3955747;0.420131089;0.387908073;0.247263341;9.091828891
ID374;95.07495093;95.1;APR;2023;Juvenile;Early dry;Sao Mateus;235;212.5;1.637402117;261.0420094;0.132663697;0.083008309;0.105253804;9.631260193
ID376;81.49291992;81.5;APR;2023;Juvenile;Early dry;Sao Mateus;223;192.46;1.735505092;263.8654127;1.401061334;0.174839118;0.204187617;7.605278033
ID376;83.75707984;83.8;APR;2023;Juvenile;Early dry;Sao Mateus;223;192.46;1.735505092;285.2640049;2.323396323;0.27270021;0.242726592;11.27853408
ID376;86.02002001;86;APR;2023;Juvenile;Early dry;Sao Mateus;223;192.46;1.735505092;245.9841991;2.002049056;0.150803996;0.039929416;14.38708133
ID378;79.22900391;79.2;APR;2023;Juvenile;Early dry;Sao Mateus;215;128.54;1.293370395;272.8992514;0.291361612;0.149257728;0.189941889;9.995915724
ID378;81.49316382;81.5;APR;2023;Juvenile;Early dry;Sao Mateus;215;128.54;1.293370395;271.4991957;0.682005763;0.200257144;0.160875415;15.07161483
ID378;83.75707984;83.8;APR;2023;Juvenile;Early dry;Sao Mateus;215;128.54;1.293370395;270.9688612;0.657081908;0.204106286;0.272376645;15.95186576
ID381;74.70202708;74.7;APR;2023;Juvenile;Early dry;Sao Mateus;233;210.75;1.666095227;233.1715579;1.203953136;0.163202367;0.755259486;27.53609022
ID381;76.96606493;77;APR;2023;Juvenile;Early dry;Sao Mateus;233;210.75;1.666095227;248.771949;1.668059063;0.185578794;0.799110275;40.93354873
ID381;79.22998095;79.2;APR;2023;Juvenile;Early dry;Sao Mateus;233;210.75;1.666095227;262.0953661;2.690959881;0.220277832;0.583423009;73.27029386
ID382;76.96600294;77;APR;2023;Juvenile;Early dry;Sao Mateus;210;174.49;1.884137782;237.1341858;1.109888307;0.173977128;1.190147867;46.20266858
ID382;79.22900295;79.2;APR;2023;Juvenile;Early dry;Sao Mateus;210;174.49;1.884137782;251.3695784;0.615768935;0.361129475;1.107397896;39.64898804
ID382;81.49298;81.5;APR;2023;Juvenile;Early dry;Sao Mateus;210;174.49;1.884137782;264.1875496;18.00848432;0.540094669;0.693609331;36.17067845
ID383;88.28500295;88.3;APR;2023;Juvenile;Early dry;Sao Mateus;198;147.37;1.898512726;239.7050554;2.381587976;0.419742717;0.627692551;65.96299875
ID383;90.54800391;90.5;APR;2023;Juvenile;Early dry;Sao Mateus;198;147.37;1.898512726;250.6247306;1.287393673;0.242235333;0.819436072;90.07043002
ID383;92.81201196;92.8;APR;2023;Juvenile;Early dry;Sao Mateus;198;147.37;1.898512726;503.6644005;3.062251678;0.330337206;1.287244725;99.26956171
ID385;88.28405809;88.3;APR;2023;Juvenile;Early dry;Sao Mateus;200;184.81;2.310125;224.4423371;1.746458797;0.075075977;0.261732789;23.09748265
ID385;90.54699707;90.5;APR;2023;Juvenile;Early dry;Sao Mateus;200;184.81;2.310125;224.6762235;0.379345591;0.058732786;0.292883707;28.42176109
ID385;92.81103611;92.8;APR;2023;Juvenile;Early dry;Sao Mateus;200;184.81;2.310125;239.4430453;0.380634124;0.087621476;1.061061682;44.03712632
ID386;67.91101003;67.9;APR;2023;Juvenile;Early dry;Sao Mateus;230;204.86;1.683734692;238.9615714;0.794181468;0.112171647;0.264184641;8.361346064
ID386;70.17407203;70.2;APR;2023;Juvenile;Early dry;Sao Mateus;230;204.86;1.683734692;278.1130461;0.497763846;0.283148533;3.136603252;9.60808075
ID386;72.43798804;72.4;APR;2023;Juvenile;Early dry;Sao Mateus;230;204.86;1.683734692;346.3480176;0.371732416;0.950593163;13.22127525;10.38458301
ID388;81.49291992;81.5;APR;2023;Juvenile;Early dry;Sao Mateus;185;107.91;1.704301818;229.278124;1.128842329;0.053101285;0.477613417;6.853975105
ID388;83.75695801;83.8;APR;2023;Juvenile;Early dry;Sao Mateus;185;107.91;1.704301818;252.3381971;0.845011875;0.223466839;0.528932612;12.99865698
ID388;86.02099705;86;APR;2023;Juvenile;Early dry;Sao Mateus;185;107.91;1.704301818;235.275142;0.54059587;0.174222508;0.430884924;20.72928177
ID390;58.85595703;58.9;APR;2023;Juvenile;Early dry;Sao Mateus;129;35.91;1.672808684;287.4901133;0.864735265;0.173926921;0.237422667;24.18759623
ID390;61.11901903;61.1;APR;2023;Juvenile;Early dry;Sao Mateus;129;35.91;1.672808684;271.457862;1.178341268;0.147256609;0.261425833;21.26193141
ID390;63.38293505;63.4;APR;2023;Juvenile;Early dry;Sao Mateus;129;35.91;1.672808684;318.3226789;1.437767259;0.699500296;4.067206307;18.00015097
ID480;92.812011;92.8;MAY;2023;Juvenile;Early dry;Sao Mateus;225;207.01;1.817371742;276.1782619;0.118729748;0.283206598;0.702214518;20.79422737
ID480;95.07605004;95.1;MAY;2023;Juvenile;Early dry;Sao Mateus;225;207.01;1.817371742;250.3291653;0.510335668;0.105375586;0.35581639;16.35330685
ID480;97.33898902;97.3;MAY;2023;Juvenile;Early dry;Sao Mateus;225;207.01;1.817371742;278.3113356;0.191057269;0.120151251;0.510882474;15.9328072
ID481;79.22900414;79.2;MAY;2023;Juvenile;Early dry;Sao Mateus;205;144.96;1.682622133;258.6854919;1.052755964;0.097977483;0.19124105;12.0185055
ID481;81.49298096;81.5;MAY;2023;Juvenile;Early dry;Sao Mateus;205;144.96;1.682622133;262.5912437;1.708930029;0.166869038;0.055728053;11.99657713
ID481;83.75701904;83.8;MAY;2023;Juvenile;Early dry;Sao Mateus;205;144.96;1.682622133;272.1163824;1.593695156;0.078112822;0.232846337;8.495858084
ID482;72.43798804;72.4;MAY;2023;Juvenile;Early dry;Sao Mateus;180;100.04;1.715363512;213.1533622;0.314455585;0.583371195;0.128462341;26.12581519
ID482;74.70199609;74.7;MAY;2023;Juvenile;Early dry;Sao Mateus;180;100.04;1.715363512;212.8281546;0.317184175;0.211539445;1.739478714;22.94598101
ID482;76.9649961;77;MAY;2023;Juvenile;Early dry;Sao Mateus;180;100.04;1.715363512;208.0858209;0.728741654;0.630994245;1.559401039;19.6375906
ID487;54.32897902;54.3;MAY;2023;Juvenile;Early dry;Sao Mateus;160;72.32;1.765625;273.8716388;0.727686486;0.15908428;0.477004389;11.29480188
ID487;56.59301805;56.6;MAY;2023;Juvenile;Early dry;Sao Mateus;160;72.32;1.765625;262.8663085;0.061648783;0.176873771;0.341776876;6.488054728
ID487;58.85595703;58.9;MAY;2023;Juvenile;Early dry;Sao Mateus;160;72.32;1.765625;384.5587603;2.408664883;0.317495039;0.916086016;6.692761153
ID488;56.59204102;56.6;MAY;2023;Juvenile;Early dry;Sao Mateus;137;46.67;1.814997785;240.9554194;1.526157697;0.109856971;0.54116797;30.12658271
ID488;58.85601902;58.9;MAY;2023;Juvenile;Early dry;Sao Mateus;137;46.67;1.814997785;265.7490588;0.529423123;0.110152082;0.320830487;22.91414499
ID488;61.11999607;61.1;MAY;2023;Juvenile;Early dry;Sao Mateus;137;46.67;1.814997785;253.0921504;0.989077532;0.145891582;0.077983574;16.76585708
ID489;65.64703417;65.6;MAY;2023;Juvenile;Early dry;Sao Mateus;130;39.36;1.79153391;243.3001522;2.241112902;1.041640386;0.242907391;11.41903221
ID489;67.91101098;67.9;MAY;2023;Juvenile;Early dry;Sao Mateus;130;39.36;1.79153391;255.0952392;2.223839452;0.132988158;0.057361758;11.6010019
ID489;70.17401099;70.2;MAY;2023;Juvenile;Early dry;Sao Mateus;130;39.36;1.79153391;273.0000839;2.05051662;0.497986304;2.207222317;9.959467697
ID494;63.38397312;63.4;MAY;2023;Juvenile;Early dry;Sao Mateus;205;125.87;1.461035098;217.3934081;1.768097199;0.233514677;0.140930727;10.47471877
ID494;65.64795017;65.6;MAY;2023;Juvenile;Early dry;Sao Mateus;205;125.87;1.461035098;218.9353886;0.404863424;0.121681144;0.063672826;17.35273151
ID494;67.91095018;67.9;MAY;2023;Juvenile;Early dry;Sao Mateus;205;125.87;1.461035098;237.8481478;1.85098343;0.115384233;0.295943094;18.24207334
ID495;83.75683594;83.8;MAY;2023;Juvenile;Early dry;Sao Mateus;210;162.5;1.754670122;314.0227561;1.270962505;0.413857384;2.195717213;27.98725362
ID495;86.02099609;86;MAY;2023;Juvenile;Early dry;Sao Mateus;210;162.5;1.754670122;238.7175365;1.57803864;0.436291325;2.040739219;46.51808606
ID495;88.28393507;88.3;MAY;2023;Juvenile;Early dry;Sao Mateus;210;162.5;1.754670122;251.3942099;1.622200954;0.717775639;1.275345999;58.58125497
ID496;97.33898902;97.3;MAY;2023;Juvenile;Early dry;Sao Mateus;205;129.01;1.497482625;251.3793159;0.559980548;0.267752125;0.354410391;77.99424412
ID496;99.60302687;99.6;MAY;2023;Juvenile;Early dry;Sao Mateus;205;129.01;1.497482625;286.6347258;0.041545454;0.322878417;0.899260679;106.0586341
ID496;101.8660278;101.9;MAY;2023;Juvenile;Early dry;Sao Mateus;205;129.01;1.497482625;555.4004087;1.159192934;0.29094249;0.817236807;97.86383374
ID497;74.7021482;74.7;MAY;2023;Juvenile;Early dry;Sao Mateus;185;110.38;1.743312341;194.3710257;1.179556376;0.145128955;0.39415813;12.21209636
ID497;76.96508813;77;MAY;2023;Juvenile;Early dry;Sao Mateus;185;110.38;1.743312341;215.5721264;0.563650785;0.12307584;0.253278321;14.73187573
ID497;79.22900414;79.2;MAY;2023;Juvenile;Early dry;Sao Mateus;185;110.38;1.743312341;229.8771817;0.375523185;0.590709253;3.062724268;10.67885061
ID501;81.49401784;81.5;JUN;2023;Juvenile;Early dry;Sao Mateus;194;109.79;1.50368752;197.4133226;2.178387631;0.023117672;0.599466928;16.23744924
ID501;83.75707984;83.8;JUN;2023;Juvenile;Early dry;Sao Mateus;194;109.79;1.50368752;209.6016488;1.269457952;0.004585304;0.233444041;12.49809086
ID501;86.02099586;86;JUN;2023;Juvenile;Early dry;Sao Mateus;194;109.79;1.50368752;208.7130718;2.108811432;0.029759369;0.350613717;9.809375574
ID502;67.91101098;67.9;JUN;2023;Juvenile;Early dry;Sao Mateus;185;98.67;1.558367718;286.3421262;0.387864191;2.024052749;2.436111763;12.70452325
ID502;70.174927;70.2;JUN;2023;Juvenile;Early dry;Sao Mateus;185;98.67;1.558367718;271.4483569;1.157426519;1.551632906;2.08534233;9.512664963
ID502;72.43798804;72.4;JUN;2023;Juvenile;Early dry;Sao Mateus;185;98.67;1.558367718;277.4858263;2.489152557;1.18574845;2.185092735;7.965388579
ID503;61.11999488;61.1;JUN;2023;Juvenile;Early dry;Sao Mateus;184;99.45;1.596435286;252.010486;1.791497775;0.030137983;0.056603501;8.559672978
ID503;63.38403296;63.4;JUN;2023;Juvenile;Early dry;Sao Mateus;184;99.45;1.596435286;254.0113153;1.391175986;0.178987362;0.263755005;6.486424546
ID503;65.64794898;65.6;JUN;2023;Juvenile;Early dry;Sao Mateus;184;99.45;1.596435286;268.7026701;1.439518545;0.291389488;4.567212813;5.703194702
